reviews,predicted_sentiment
motel easy find easy access attraction came visit west monroe however arrived swimming pool green expected cleared time left told could use quality inn next door swimming many u determined far walk swimmy autistic son grandchild greatly disappointed chose motel others offered according listing roll away bed convenience since six u arrived roll away bed available room wasnt large enough accommodate one request autistic son able sleep alone one main need slept floor could bed alonenot comfortable senior lady health issue motel adjusted rate due lack use pool misrepresentation motel booking agent staff gracious would like know receive refund prepaid room,negative
hotel great wanda care u really great,positive
great place would definitely stay,positive
second time hotel location across saraosta airport convenient business little away downtown south area restaurant cafe etc breakfast complementary quality poor plastic utensil foaming plate good good also environment,positive
dated hotel currently construction,neutral
el servicio del personal el hotel en general muy bien pareci muy bueno el wifi gratis el club de nios la playa alberca algunos detalles de mantenimiento en cuartos en otras reas pero nada grave los precios de alimentos bebidas parecen muy alto pero hay opciones buenas cerca,positive
thing separate hotel othersas usually case staff briefly miss secret true name awesome helpful providing direction tip restaurant even filled u least expensiveclosest place park wanted see memphis commended spectacular customer service,positive
family booked 3 room stay family member organized estate sale late father home furnishing hotel placed 50 hold per room 3 room without disclosing term amount hold also disclose would difference length hold depending whether used credit card debit card since used debit card hold 57 business day called finding hold hotel nothing fix unacceptable,negative
best part stay room clean service poor parking lot lousy clerk said could park truck utility trailer across street tire shop called police told park truck management told tell people park,negative
hotel clean great staff good area looked better hotel area,positive
came unc charlotte one week business first checked microtel next door filled garbage entrance run moldy staff member rude unfriendly moved country inn night day comparison entrance welcoming room spacious clean comfortable staff every single person helpful exceedingly polite friendly really seemed care stay went way make u comfortable highly recommend hotel,positive
hotel staff professional friendly get hotel little confusing eventually found go staple parking lot get bed plush room cleanliness friendly knowledgeable hotel staff sufficient would recommend hotel anyone midnight pancake starting 9pm treat also nice selection breakfast item,positive
stay horrible room filthy sheet dirty stained two room switch better pool area dirty pool cold couldnt use hot tub dirty gross way priced condition hotel would recommend hotel anyone,negative
thing holiday inn quality bed bedding bad hotel deserving price,negative
needed get away night price great room small smelt extra course didnt pay staff friendly close many restaurant bar sleep fun eat drink,positive
took gondola beautiful village side staying beer lunch mountain lodge neat place visit chatted chef enjoyed burger sammies friendly laid back definite place want visit along,positive
attempted check room bad terrible furniture night manager upgraded leaving handicap room much better stayed tired hotel stated old true save trouble stay,negative
busines meeting,positive
location price u key needed place stay coronado convenient activity lot stair room complaint parking otherwise comfortable clean,positive
great location amazing staff room nicely decorated bed could little firmer thats subjective city find cheaper parking around corner choose kimpton every time given opportunity room consistently spotless charmingly decorated friendly helpful employee even got little welcome kit travel partner dog mention love kimpton,positive
downtown columbus cheer competition osu stayed drury hotel extremely busy team competition area even commotion people staff absolutely incredible friendly accommodating welcoming wish would remembered gentleman name checked addressed,positive
average room price,neutral
cleaning product use leave toxic scent every hallway room feel bad employee hazardousworkingconditions,negative
everything perfect breakfast consisted fresh fruit yogurt cereal bagel toast day something different far egg breakfast sandwich waffle pancake etc temperature pool perfect clean hotel room looked picture front desk staff quiet really interacting except staff wednesday kind enjoyed stay would gladly stay,positive
enjoyed room beach parking garage sun,positive
everything great except breakfast breakfast doable though,positive
hotel getting old standard mandarin hotel typical indonesian standard maintenance expense investment,positive
staff friendly accommodating nice breakfast every morning included hotel stay well constructed quite room carpet dirtygrimy room id stay try get room newer carpet pool side cleaning crew good carpet fault,positive
grand ballroom life name 18foot ceiling chandelier made handblown glass wrought iron,negative
staff extremely pleasant helpful front desk lady attentive detail came breakfast offering went way accommodate need still offering privacy room clean bed comfortable good pillow blanket toiletry offered higher quality shampoo,positive
2 day ride rockies great location walking distance many fine restaurant,positive
carpet room filthy television 20 year old 10 chanels fruit breakfast bruised old inedible,negative
horrible experience 40 berkeley room clean sheet severely stained mattress plastic cover shared bathroom facility also dirty messy seem cleaned regular basis due ac room incredibly hot although ceiling fan helped marginally,negative
went pebble beach proam best weather quant room,positive
nice place stay black hill,positive
air conditioner function properly room air hall stale musty,negative
great location excellent view sea hotel staff friendly accommodating wonderful dining experience,positive
arrival room cleaned sheet bed full sand whole room smelt sewage told hotel item fixed smell kept coming back sprayed nice smell spray around room,negative
travelling throughout united state landed gooding spend night looked hotel found gooding hotel bb hotel located oldest standing building gooding owner raymond showed u room situated streetlevel went back time great required modern stuff,positive
decent hotel compared immediate area need away silence door loud bang closing minor issue room 237 tub drain well,neutral
thing holiday inn quality bed bedding bad hotel deserving price,negative
stayed two night front desk person friendly efficient recommended good place eat room clean well rest building also reasonably priced draw back air conditioner noisy reported front desk didnt,positive
hotel staff friendly hotel whole clean hotel look little worn place hotel carpet tin hallway bathroom tub stain drippy faucet rude guest u obviously practicing olympics called front desk said already called would call suggest formal visit goal medalist finally stopped breakfast usual nothing special pet allowed hotel unfortunately pet owner large dog tracked poop elevator stairwell,negative
5 u stayed juniper lane 3 night bike tour san juan island great place stay cabin room main house setting beautiful overlooking field sheep horse location convenient 15 minute walk 5 minute bike,positive
family stayed hotel one night place newly renovated sparkling clean great stay,positive
propoerty fine located safe place near interstate conveninet location staff rude incompetent particular cleaning staff poor job seen every morning grazing complimentary breakfast buffet dont really problem hotel feeding staff wait quite staff quit chatting get way seemed extreme also one mattress poor like sink hope find way back poor,neutral
alison greg wonderful host stayed many time always feel like part extended family holiday car trouble helpful every wayhooking towing service quality auto repair shop even loaning one vehicle get grocery cant say,positive
hotel looked nice butcarpets filthy sock black walking around room ac corridor like walking heat wave ac front around check area ac room barely ok iron defective kept cutting didnt know pet friendly,negative
two night stay business reason area became total refresher tired traveler heavenly view private balcony extremely friendly staff hot breakfast better usual hampton inn cooked care perfect beach location return pleasure family friend sure,positive
comfortable hotel recent upgrade clean comfortable pleasing continental breakfast town father memorial service prebooked online one night upon arrival able obtain second night first night town actually cancellation also offered discount first night rate wonderful staff helpful friendly close amenity small yet homey town also discovered river walk area beautiful scenery small river,positive
dined visiting north conway romantic ambience beautiful view especially sunset food good feel continental service old school thoughtful professional arent many place like pleasurable evening,positive
entire hotel smelled bad desk clerk rude said reserved smoke room impossible change non smoking extra fee double room paid manager refused change another double room one person smell bad moved completely different hotel,negative
staff great minor issue room promptly fixed,positive
room average main reason stay manager hateful person concern care whatsoever customer ability desire resolve issue rest staff respect also bathtubshowers ancient need updated handle broke 3 piece put back together hotel chaos,neutral
hotel kept year room smell musty cleanliness issue hotel staff breakfast pleasant sliding door room lock concern travelling child sketchy child described location,negative
friendly staff enjoy breakfast buffet fond du lac,positive
scheduled two day stay starting point 2 week vacation ended extending stay 4 day convenience location easy access great restaurant within walking distance good value money parking garage definitely plus,positive
staff amazing immediate proximity beach andthe board walk everything spotless pleaseant breakfast good well love bar restaurant right board walk,positive
quick stay enjoyed pool staff friend morning breakfast always asked needed could even ask,positive
stay checked hotel staff starting breakfast earlier due need attend event 6 accommodating willing start breakfast 530 u really appreciated extra effort made staff hotel,positive
amazing service great location,positive
stayed hotel garibaldi 2 night weekend order visit daughter student university venice hotel conveniently placed walking yard elegant old town centre mestrethe bus venice stop close hotel every 20 min take 15 min cheap frankly horde venice pleasure return mestre relative peace helpful friendly reception staff suggested good local restaurant couple lovely meal great european food festival taking place main town square good fun enjoyed free concert cathedral small simply decorated hotel clean comfortable room good breakfast efficient staff always hand advice provide bus ticket book taxisall reasonable price would definitely stay,positive
made reservation spur moment hotel okay lady serving breakfast super sweet price reasonable,positive
disappointed one available check shower cap extra toilet paper room 2 men gave unwanted attention daughter room hall light ballast making noise ac loud real continental breakfast,negative
place great staff wonderful door room shut loudly outside door coming end hall put big deal unless 3 people partyingsmoking door banging need get slow door closing hinge wife really p od called front desk one answered guess chasing noiseit stop abruptly hour sleep,negative
happy overall stay fast friendly check room nice clean mattress bit squeaky might time new one still comfortable good breakfast early plus,positive
thought id continental breakfast place topped id best thing bg came good night rest worth id stay every time visit,positive
arrived late evening driving day okc needle say friend exhausted called hotel manager earlier afternoon letting u know room would unlocked key would table would unavailable part evening,positive
staff hotel friendly room impeccably clean nice sleep comfortable king size bed breakfast delicious seems like offered unique item definitely recommended,positive
decided take shortest route myrtle beach valentine day weekend drove town mullins asked shop keeper good place eat gave u rave review webster manor mullins sc agree walked front door welcomed,positive
nice hotel corner fillmore lombard missed first outside sign lit nice location plenty dining option quiet enough parking good frist stop trip portland side tip alcatraz,positive
mei ben ik ook al dit hotel geweest en wat mij nu dus opviel dat het leek iedereen ontzettend moe op het tandvlees liep en het hart voor de zaak kwijt ook de verzorging het restaurant mag meer aandacht al de tafellakens verwisseld worden liggen er vieze en vettige rode lakens onder het serviesgoed niet schoon nog nat en veel messen hebben een verbogen punt waardoor je bij het brood smeren de boterham kapot trekt een uur voordat het ontbijt afgelopen worden bijv de tomaten niet meer bijgevuld de aangebroken fles wijn van de vorige dag niet meer terug te vinden maar er wordt na 10 minuten zoeken wel een nieuwe fles geopend service aan de balie geweldig de bar biedt veel vertier de vorm van flamencoavond enz en het kijken naar de nederlanders met hun kaartrummyspel zonder een drankje te gebruiken opzienbarend je zou je schamen nederlander te zijn kamers zijn ruim en schoon maar je ziet dat de dame van de schoonmaak wat meer tijd zouden mogen hebben zodat ze ook met een stofdoek kunnen zwaaien dakterras geweldig,positive
first say service superior service received quite compliment utah disappoint kind thoughtful friendly helpful staff department paris anna manager whose name presently escape breck could amazing anna pulled triple duty,positive
place must renovated restaffed never witnessed anything people saying place,negative
hotel staff friendly hotel clean comfortable definitely stay,positive
love new courtyard,positive
great service clean hotel negative hot tub full rock operating,positive
great time got see beach visited ptown great,positive
ill start good being cant think single bad thing write guess good review staff accommodating greeted smile even middle night checkin always got exact room wanted without fail late checkout problem,positive
nice people friendly,positive
good reach logan airport arriving abroad going west many restaurant service grocery shop near hotel located like many hotel close highway good get hotel got noise good breakfast selection accommodation hotel worth money considering,positive
excellent hotel excellent location great style design comfortable pet friendly complains would music inner courtyard kick 5am really necessary 50 resort fee way post competitive price online business fee problematic separate charge like minibar reimbursed also parking right across street much cheaper otherwise 5 star way,positive
room big hotel staff nice couldnt get smelly linen lay bed could smell dirty old sweat sock dont think ever used detergent fabric softener wash linensthey horrible spray linen perfume wouldnt smell au naturel im sleeping im never going stay hotel ever,negative
wished would given u 2 queen per room double kinda tight husband sleep one bed 2 boy slept average size adult,neutral
long day travel happy find clatskabie river inn room nice size clean refrigerator room coffee maker bed comfortable got great night sleep morning happy find full breakfast hot item find easy recommend,positive
recently stayed hotel driving across country awesome surprise stayed mason suite stunning filled interesting antique like stepping back time driving 8 hour bed heavenly quiet stunningly wellappointed bathroomshower wasnt luxurious,positive
teenage son decided take break trip coast eureka hotel clean simple fine quick overnight area wasnt great fine one night son decided go pool think price aok choice,positive
comfort inn well named comfortable clean stayed another chain hotel black river fall previously see review terrible experience refreshing plan stay future return business area,positive
hotel nicely appointed equally friendly staff room clean good condition property located right exit street one mall fort worth,positive
expedia hotel need update picture advertising hotel lot misleading information room condition well breakfast complimentary,negative
ended needing one night michigan found double bed room sofa bed hotelscom le 2 room paying previous hotel hyatt place nice hotel offered pool lovely breakfast great kid plenty eating option thier room service ton area option went national coney right next parking lot elevator carpet really dirty well used sure pillow heaven bed okay pull bed awful free wifi lite version hard connect prime usage hour everything clean though room nicely done accommodated family 6 perfectly sofa huge l shape living room area boy slept top rather pull staff great gave u plenty extra bedding friendly efficient would definitely stay,positive
expensive place stay night away work easy miss place night since big sign front lit,positive
el hotel en general est muy bien el personal e encantador recepcionistas camarerosas cocinerosas limpiadoras animadores etc la habitacin amplia muy limpia con camas muy cmodas el buffet est bien pero un poco repetitivo despus de do tres da lo peor son los horarios que estn muy adaptados al turismo extranjero pero tampoco e un problema la piscina la cierran la 1800 horas recogen la hamacas aunque te puedes quedar m tiempo los horarios de animacin tambin estn pensados para extranjeros si llegas m tarde de la 2130 olvdate de ver el espectculo de turno te dejan sacar plato del restaurante de la piscina para que te los lleves la hamacas el todo incluido termina la 2300 horas la playa est muy cerquita aunque e artificial pero est bastante bien sobre todo para los nios por lo dems la estancia ha sido muy agradable importara repetir,positive
impressed motel never stayed microtel location first choice,positive
except shuttle wifi everything went wrong order slip room service breakfast picked room door finally receiving breakfast coffee cutlery napkin missing dinner order retaurant got forgotten another time wife treated rudely one day room,positive
wonderful stay visiting uw platteville,positive
carpet dirty people hanging night longi checked early wasnt one office,negative
arrived late evening 14 hour driving entering room disappointment started crumb corner room cut zip tie left vanity crumb desk bedroom suite door bed room louvered,negative
arrived around 1100 thursday line paid 9pp cash credit followed local line wish sign near food telling option also white dark gravy section prior turkey located 3 away small shaped roll crunchy,neutral
hotel de la ville perfect location near train station able walk short distance large luggage without problem room clean comfortable plenty storage bathroom also clean spacious breakfast buffet varied good quality overall happy hotel would definitely stay refer friend family,positive
room clean breakfast ok think piece bread toast also maybe salt pepper put cream cheese everybody like sweet morning front desk lady nice helpfulmy conplaint outdated tv bathroom especally bathtubshowereven stayed hotel india lcd tv hotel stayed nobody old tv anymorei think manager owner least walk room check bathroom bathtub old wall around bathtub outdated ugly long overdue update,negative
san francisco couple time stay hotel aura best hotel familyeasy everything,positive
option breakfast nearly enough parking space pay park parking garage one night since designated spot filled loved location clean,positive
loved space room jetted bathtub amazing,positive
absolutely perfect stayed knotty pine delight cabin clean even better person picture website check breeze loved location cabin fully stocked beautiful kid wanted stay cabin rather go gatlinburg definitely back,positive
good hotel excellent location canyon de chelle town dead go stay enjoy canyon hotel leave,positive
staff friendly hotel quite clean comfortable little dated nice stay,positive
finding location first little difficult website say different road actually found put really smelly room smelled like mold actually bug spray staff however really understanding literally walked hotel find room comfortable apparently renovated bug spray smell strong room found room smelled fine enjoyed stay beginning trip little rocky staff made stay much better sure complimentary breakfast left early overall need quick one night stay place fine,neutral
unusual bathroom arrangement sink bathroom ok privacy,neutral
great cheap deal hotel dot com lot nicer expected sofa bed great family,positive
good place stay price location bed could bit firmer otherwise room fine counter staff friendly helpful stayed three night would definitely stay,positive
nice price,positive
wont staying needed rest 6 hour heading back home else would checked,positive
dirty stained room room service disappointing well,negative
hip boutique hotel alexandria area pleasant staff nice amenity,positive
agradable estancia solamente en cuanto al desayuno que ofrecen el espacio del restaurante e muy pequeo tuvimos que esperar varios minutos para que se desocupara una mesa fuera de ese detalle el hotel la habitaciones son cmodas,negative
wasnt bad hotel except toilet didnt flush hole bathroom towel,negative
place really nice quiet clean would like go back issue charged double room staff checked know checked charge iam still waiting refund stated would take 10 business day never issue getting room expedia,positive
clean comfortable enjoyed stay staff helpful,positive
great breakfast bed super comfortable go backi great room didnt get go pool looked nice enjoyed front desk employee helpful courteous,positive
short layover istanbul wanted hotel near airport met expectation except picking u airport told shuttle going 1 12 hour wait acceptable took taxi,positive
place run inside room looked old dirty hair sink said managed got rest using bed sheet blanket staff friendly service oriented priced 3999,negative
loud people banging door hall 2 wise clean professional,positive
aufgrund der lage direkt der strae und dem derzeitigen hafenfest war e leider aufgrund de lrms fast unmglich schlaf zu finden die zimmer reichen fr da bernachten und waren grtenteils sauber,positive
stayed one night staff friendly professional room clean tastefully furnished bit small keeping french hotel great location getting seeing sight,positive
stay good staff accommodating made easy work difficult schedule hadwe would recommend angler inn anyone wanting near downtown jackson,positive
nice hotel clean bed uncomfortable pervasive odor room assume moldy humidity overall ok really sure worth price,neutral
stayed 3 night son 17 year old visiting best friend hotel clean room clean exceptionally quiet coming nyc actually enjoy quiet close almost everything directly across street mall plus,positive
staff nice pleasant,positive
durant 3 jours aucun personnel de nettoyage cest presente pour faire le lit ni changer le serviette pa de personnel laccueil parlant le francais,positive
great stay hotel staff pleasant accommodating room clean spacious price good deal thank,positive
great location trip staff great bed softkilled back neck slept last night sofa,positive
elevator drunk,positive
really enjoyed stay,positive
get pay room dated somewhat dirty liked inroom coffee location,neutral
room bathroom small furniture old falling apart staff unprofessional big spider bathroom microwave room,negative
nice well kept stayed fishing trip extremely satisfied everything,positive
really nice hotel excellent breakfast variety choice served 730 930 room nice micro refrig also many electric outlet bed desk wall within lamp phone bed desk flat screen tv wall strong wifi excellent hotel done old,positive
odeurs épouvantable besoin detre démoli et rebatit,positive
room right elevator little noisy could hear elevator every time people got fine,neutral
really appreciate dependability hampton inn always clean comfortable reasonably priced staff helpful friendly hampton inn dublin gave four five room comfort simply ended room seemed little smaller usually get typical hampton inn full hotel virginia tech home game weekend 2 adult 3 kid family bed pillow didnt seem numerous comfortable weve come expect firstworldproblems right overall satisfactory kid fun indoor pool everyone slept well way destination next morning coffee tasty little breakfast,positive
loved view room pool good view nice atmosphere,positive
suppose bad hotel wasnt greatest right highway back behind dennys suspicious people loitering outside parking lot came town strange guest hanging lobby course necessarily hotel fault eerie foreshadowing come checkin went smoothly elevator ride 3rd floor room another story bumping screeching whole way walked onto 3rd floor hallway smell musty smoke overpowering attempt someone trying cover stench cleaning product thankfully room absorb smell hallway checkout third day hallway mostly cleared smellor maybe nostril used either way stay longer weekend probably would begged checkout rarely consider staying somewhere else especially travelling alone,negative
room dirtycob web corner dust lamp furniture headboard base board mini fridge food freezer dirty microwave window smeared looked horrible fluorescent bulb vanity missing desk lamp bulb front desk remedied offer discount free night stay dont stay unless choice,negative
paid park couldnt find park returned disneylandhotel staff gave valet great,positive
non smoking room smelled like smoke cigarette burn comforter floor side bathtub expect 50 stay,negative
3rd floor room ready clean arrival bed worn noisy probably worn motel bed experience good thing brought sheet foam air conditioning worked well pretty quiet 3rd floor lot resident outside day outside seating picnic table would nice,negative
room door hard close way shower door would close way stay great,positive
hotel front desk guy sounded like robot didnt even say hello walked said name told name took flipped open map told u room followed key walked back desk honestly looked like hated job wanted kill proceeded go room musty gross smell turned ac made room smell gross floor sticky stuff certain area disgusting wifi barely worked luckily able use phone tether good thing room comfy king size bed asked late checkout guy told give till 11151130 latest hotel ive stayed least give 12 1pm without issue stayed quality inn room quality front desk service always great mention neighborhood horrible staying advice anyone looking book hotel spend extra 3040 night get nicer hotel closer coast,negative
good clean comfortable room definitely stay town,positive
stay overall good however first made reservation told room rate going 6900 received call back told misquoted rate actually going 12900 event going area discount etc,neutral
staff friendly area hotel look like updated room clean hall looked dated worn stayed hotel area donthe basis comparison convenient highway,neutral
enjoyed stay day inn suite castle rock colorado area utilizing service,positive
ive stayed many year would think staying elsewhere management folk friendly room clean security people duty night ground pool kept immaculate central location fabulous get dont need use car week,positive
enjoyed every minute staff super nice always smile face even called front desk 1am hallway clean well kept without blemish 99 perfect room duplex two floor floor space bedroom set aside well dont know somewhere go allow separation staying long term completely enjoyed experience hotel,positive
day tropicana field see cleveland indian beat tampa bay ray 4th straight game row traveled sarasota stay overnight could get fresh start day visit family siesta key beach immediately greeted friendly desk person given,positive
security lock door missing door side shower attachment sprayed water hot tib inop rust shower wake call happen half room light work,negative
junior suite floor 2 facing 95 never problem traffic noise whole hotel quiet room bathroom clean bed especially comforter incredibly comfortable problem great option breakfast buffet pricey 3 u get would surely stay,positive
hotel really ok room clean comfortable problem though management decided rip hallway carpet install new carpeting laudable endeavor height bonita spring season march noise drilling hammering awful smell new carpet glue made difficult sleep night complain management agreed give u 15 two night compensate u really thought comped u night cant believe one else complained hotel seemed pretty full,positive
wouldnt stay,negative
great stay negative complaint wish bathroom little bigger,positive
nice hotel clean comfortable unless inland side long time since stayed hotel air open balcony sliding window wife roasted beach would cooler front building,positive
staff disingenuous rude 37 night parking bound,neutral
name say great value there minor problem noticed price service got 5 rating location great there great retro dennys next door would recommend hotel would stay,positive
good quality hotel offenbachabout 15 min frankfurt train staff friendly helpful time really good place stay,positive
hotel monaco beautiful place stay lobby wonderful elevator well decorated marble throughout hotel impressive however returning wonderful day town dinner drink stay turned sour unbeknown u room air conditioner wasnt working well keeping room cool looking room temperature control climate setting allow range 65 degree high 73 sweating night horrible night sleep ceiling fan would helped price thought someone would checked see comfortable decided relocate elsewhere disappointed,positive
friendly responsive service clean comfortable stay breakfast buffet convenient hot fresh tasty large pool jacuzzi pool table arcade air hockey shuffleboard convenient location right highway easy access dog permitted large grassy area exercising hotel bit dated remodel progress id recommend friend,positive
room good condition bed comfortable room unpleasant odor smoker staff unable remove closed caption tv annoying noisy morning,neutral
friendly staff clean room pool good location near frenchman st,positive
great time,positive
firstly must know hostel mean hotel suitable family older couple like many others decided take chance based purely affordable price certainly bad feeling hostel believe probably provide good service low income,positive
good hotel price ok location close long beach bad thing pillow flat plenty parking spot staff friendly,neutral
overbooking fiasco enjoyed governor past nice skylight room nexttotop floor old building wife booked special room anniversary large view room jacuzzi cant tell room arrived informed overbooked ended ordinary small room available since made reservation specific room fail understand hotel couldnt known one reservation give u coupon free breakfast 25 value woohoo weekend big big disappointment,positive
hotel staff friendly helpful room clean neat hotel next restaurant make trip enjoyable also hotel far airport make convenient business,positive
third time visiting mansfield majestic ever kathryn innkeeper great make best breakfast stayed man room one larger room beautiful super clean always free wifi available main house never,positive
looking looking place decided give try pleasantly surprised really werent expecting much ordered fried chicken dinner got french fry boyfriend got mashed take little tho waiter apologized said made fresh,positive
im still waiting pending room charge showing chase debit card checkout paid two day stay cash inconveniently inquire w bank pending debit charge tomorrow monday happy,positive
room smelled bad ac didnt work night clerk shoe sock breakfast juice watered cereal stale coffee horrible condiment,negative
amazing room time square view��������,positive
room smelled bad clean say least would sleep car stay,negative
columbus convention place stay arrived early around 900am room ready staff extremely friendly helpful parking convenient parking garage elevator used access guest room floor room key drawback need register,positive
chose stay spearfish avoid higher price closer mt rushmore priced well room nice front staff super friendly especially ida woman stocking kitchen breakfast sweet downside egg odd scrambled egg powdered hard boiled egg,positive
first trip branson hotel old carpet frayed chair saggy room damp musty breakfast gross much pick room clean plus would stay seemed plenty place pick better pricing location good able walk show restaurant,positive
really problem motel staff good room fine good king sized bed nice hot breakfast cracker barrel restaurant across parking lot wifi good reasonable speed minor problem lighting bathroom,positive
12,positive
good value price lot extra breakfast could improved,positive
daughter stayed 4 day attend husband graduation navy hotel wasnt far go believe renovated like year 2 ago indoor pool hot tub nice nice gym place nice clean,positive
great location walking distance downtown location also stop hop onoff bus located mall food option first floor course many place walking distance 3rd floor noise issue view room hardly stayed wifi patchy,positive
clean room used kitchette prepare meal nightly stay friendly helpful staff anything issue jacuzzi jet turned bubble shot straight wall instead toward middle jacuzzi made difficult relax matter,positive
went boyfriend 5 year anniversary staying nearby bed breakfast wanted place romantic place 1785 inn bed breakfast restaurant inside well go without guest minute walk,positive
shower would come warm even hot would turn ice cold,positive
mycket bra hotell med egen strand perfekt service och utsikt frn rummet och le deck ngot dyr mat fr vr smak p hotellet vi lika gott p restauranger lilla stan ptopriano,positive
service great seem skimpy shampoo towel,positive
beautiful peaceful place recommend place family getaway spend quality time person love especial occasion owned timeshare stay elk spring resort helped understand real meaning vacation loved place go back anytime heart beat clean great customer service relaxing place,positive
everything wonderful staff room location complimentary breakfast better ever seen motel really feel staff go way helpful kind back,positive
room heat check day,negative
stayed third floor sumptuous empire suite four poster kingsized bed large fireplace chandelier room art wall splendid beautiful victorian furniture adorned room bathroom big hotel room stayed r thats breakfast world beautifully presented friendly professional staff intimate dining room heaven earth,positive
great restaurant bar nice relaxing environment located inside hotel,positive
shower didnt drain room dirty towel looked like car wash rag never stayed anyplace nasty wouldnt recommend human shelter event natural disaster,negative
great stay comfortable accomodating right exit clean,positive
room bathroom clean bathroom looked fairly newly remodeled good blackout curtain newish carpet clean spacious room bed comfortable sheet well pressed clean pillow comfortable nice nice new fridge microwave furniture little worn okay someone smoking room found cigarette smell annoying moving air ac covered pretty well ac worked well fairly basic hotel owner appear put extra effort keeping wellmaintained clean bad place overnight stay want good price visiting family ocean city didnt want pay high hotel price bring toiletry soap bar miniscule,neutral
quand 6h du matin un bruit insupportable au niveau de la vmc se fait entendre et quon vous rpond le rparateur nest pa sur place pa tonnant et lhtel est plein ne peut rien faire certes mais bon une remise ne 15 semble est un ddommagement bien lger par contre la literie est confortable tandis que la salle de bain laisse dsirer carrelage jauni au final du mme si quipe sympathique,positive
perfect hotel family visit take bluejacket game walking distance arena lot restaurant cant beat free drink food definitely stay,positive
hotel decent priced offer terrible mattress worst toilet paper ever haha really go buy room size great everything needed rather get 2 room nicer hotel price,negative
paint look fresh look like child painted bathroom already used towel hanging back door front office full clutter disarray remote television pillow shallow might,negative
fly fishing club stayed last 5 yr always well cared always accommodating u grateful look forward going relationship la quinta,positive
girlfriend work night maid next door extremely loud banging thing around well call front desk man want highly disrespectful plus hung came room pop day time cause asleep money back dont like well first,negative
took forever check 12 morning guy counter flirting guest room smelled like urine horribly bad jacuzzi filthy took picture bad girlfriend late arrival going elsewhere option unfortunately top noon check twice room service came woke u well 12 end couple frozen dinner bottle water find morning fridge working either one worst one stayed,negative
hotel private quiet stay,positive
spent three night hotel even though room small excellent stay clean room relatively quiet parking excellent easily accessible complaint inconsistency free wifi service would definitely consider staying,positive
overnight road trip,positive
room size great shower head great bed fine downfall lighting dim makeup application carpet felt dirty 2 wear sandles walked overall clean room,positive
wonderful room well designed spacious modern tv input built wall well,positive
one issue air conditioner sounded like grinding metal woke several time night nice place,positive
terrible hall way tower three filthy well elevator room stain carpet bathtub totally date climate control room wasnt good location drape ended leaving day early room prepaid ate expected much harrahs,negative
stayed beach cove resort weenkend january 29 30 31 2016 wonderful stay upgraded u nicer room room clean patricia maid made sure everything needed cant speak enough patricia maid left ipad got home noticed,positive
unseat mayor justin,positive
stayed renfair price great gentleman worked front desk super friendly helpful honor system snack room well stocked welcomed long ride late hotel arrival lot restaurant within walking distance,positive
perfect,positive
would recommend hotel outside door lock bed old sunk middle room service suck took long time find laundry room stated pool area new poor condition stayed hotel le money much nicer room service stay hotel,negative
stayed residence six night work trip front desk staff friendly check fairly quick room facing front hotel quiet nice view top tree changing color loved suite idea room felt like small apartment didnt,positive
wasnt told extra 10000 deposit im 21 year old pool spa working looking forward swim thats got hotel another one unhappy overall staff talked feel age thing traveling family world since 6 month old experienced traveler,negative
right front want say thank kaylin winston frankie christian help great stayed marriott five day business several week ago room clean comfortable staff wonderful wont go great detail clumsiness misfortune,positive
checked around 130 outennessee game game 5 desk clerk told manager told release room shown certain time room prepaid finally gave u nonsmoking room surprised see smoking sign door entered reeked tobacco asked new room clerk assured u sign wrong one smoke room held nose slept fast hit road quickly possible,negative
popular hotel school vacation week,positive
great hotel honeymoon wife stayed 1 night hotel staff service absolutely wonderful want sleep going happen housekeeping woke u twice 8am next 10am checkout 12pm since concerned decided checkout 1030am make matter even worse vallet brought car front wasnt give key stood cold 10 minute good experienceps dont count room service great meal menu suggests,positive
good service great breakfast area appealing seemed safe,positive
wife stayed folk end may first werent sure building different feel say 1 amazing bar restaurant 2 nicest people world im chicago 3 overall cool experience drove enchanted highway stopped sculpture believe first one expressway guinness book world record largest sculpture recycled repurposed scrap day 1 ate local pub there 1 cant miss friendly folk great cookin cold beer also toured many historical building onsite wonderfully warm folk make think different world would treated nicely bottom line regent enchanted castle get two thumb youre passing part north dakota dont miss,positive
nice room met need overnight stay ft pierce airport,positive
everything excellent apart wifi room,positive
second stay vista great hotel price front building could use work around restaurant area,positive
came relax wonderful weddingand thing several family member relaxed pool wadeup bar oh yeah able relive great celebration meal hotel restaurant sunday night scrumptious along fullfledged breakfast buffet gear u day,positive
arrived hotel check easy prompt entered room offered turning heat smoke detector sounded room attendant quickly moved room another satisfied air conditioner new room immediately moved third one equipment tested found good condition pleasant stay also pleasantly surprised special discount daily rate compensate inconvenience bravo,positive
room nice comfortable used business office gym facility great bathroom counter small could put toiletry,positive
yeah place may close want see boston christ wont want see room yes hostel bathroom shared get get room acreally worth money boston 3 night,negative
travel business roanoke often cambria staff try really hard make stay pleasant breakfast always fresh tasty look forward seeing pam friendly smile always take great care make sure stay nicealong making favorite coffee treat,positive
stayed overnight kid one night getaway hotel really brings back old holidome much drawback stayed saturday night many event going place loud packed kid loved place relaxing stay really great actvice kid,positive
ac broke hotel tired staff nice morning 6am ish concierge rude food good gym good,positive
hotel expensive addition add 28 day parking,positive
